text,ade,meddra,level
"@bipolarblogger the misery i'm experiencing today from the pain, outweighs the anti-depressant effect of the lamotrigine",pain,pain,PT
"me : feeling fine, watching tv ... swiffer commercial #lamotrigine : lol lets make the bitch cry at this... a fucking swiffer commercial.",cry ,crying,PT
#lamotrigine headaches suck :( i wanna curl up &amp; cry.,headaches,headache,PT
"not feeling like staying up all night, so taking the #levothyroxin in the morning. #lamotrigine early at 0432utc",staying up all night,sleep loss,LLT
"@stavvers yeah i hear epilim is pretty tough, sorry to hear re bad times with it :( oddly, dear sweet lamotrigine tipped me to a dark place",tipped me to a dark place,depressive state,LLT
"@sleazeballz @kanako_ukfur was on lamotrigine for about 5 months, got taken off them due to a rash on my elbow :/ now i feel more meh",rash,rash,PT
allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/kbj5fvqpff,allergic reaction,allergic reaction,LLT
allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/8gj415gas5,allergic reaction,allergic reaction,LLT
allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/spmda8toqt,allergic reaction,allergic reaction,LLT
allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/mfrgr3tenj,allergic reaction,allergic reaction,LLT
allergic reaction to #lamotrigine. feel free to share &amp; distribute. kill #bigpharma before it kills us. http://t.co/sqdtqpucgn,allergic reaction,allergic reaction,LLT
"oh, and i forgot that with lamotrigine come awful night terrors. i woke up no fewer than five times screaming and sweaty. #lol",night terrors,night terrors,LLT
"i think the lamotrigine is finally doing what it's supposed to; which is not make me sick, but keep my moods stable :) yaay &lt;3",sick,feeling sick,LLT
ain't nothing worse than having vasovagal pre-syncope from levaquin toxicity. hard to digest food just pushes all the nerves. #blah,hard to digest,difficult digestion,LLT
ain't nothing worse than having vasovagal pre-syncope from levaquin toxicity. hard to digest food just pushes all the nerves. #blah,toxicity,drug toxicity,LLT
ain't nothing worse than having vasovagal pre-syncope from levaquin toxicity. hard to digest food just pushes all the nerves. #blah,vasovagal pre-syncope,pre-syncope,LLT
"not that anyone noticed, but my #ambienwithdrawl only lasted a few days. why? because i got another scrip. i need it while i'm on levaquin.",withdrawl,withdrawal symptom,LLT
is it possible for levaquin to cause massive pain in my joints? #medical#query,pain in my joints,pain in joint,LLT
@sonniedetore i cannot be in the sun! #levaquin,cannot be in the sun,sun sensitivity,LLT
rt @vinniemedugno: @sonniedetore i cannot be in the sun! #levaquin,cannot be in the sun,sun sensitivity,LLT
levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml,diarrhea,diarrhea,LLT
levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml,headaches,headache,PT
levaquin sucks. blinding headaches. vomiting. diarrhea.   time for my next dose.  happy weekend.   #tmi #fml,vomiting,vomiting,PT
note to self - nicotine lozenge &amp; alcohol = nausea.,nausea,nausea,PT
i have a lozenge i cant feel my throat,cant feel my throat,numbness throat,LLT
"popped a zinc lozenge, i'm sweatin",sweatin,sweating,LLT
you guys i was sucking on this lozenge thats supposed to numb sore throats and now i cant feel my mouth,cant feel my mouth,numbness oral,LLT
it appears that my twitter addiction may have just been a side effect of my nicotine lozenge addiction.,addiction,addiction,LLT
rt @jumpingjesush: it appears that my twitter addiction may have just been a side effect of my nicotine lozenge addiction.,addiction,addiction,LLT
rt @jumpingjesush: it appears that my twitter addiction may have just been a side effect of my nicotine lozenge addiction.,addiction,addiction,LLT
so i may be allergic to the metoprolol. rash on my face. needing my inhaler daily since friday.,allergic,allergic reaction,LLT
so i may be allergic to the metoprolol. rash on my face. needing my inhaler daily since friday.,needing my inhaler,breathing difficult,LLT
so i may be allergic to the metoprolol. rash on my face. needing my inhaler daily since friday.,rash ,rash,PT
i'm gonna make a list of drugs that give you mad crazy dreams. trazadone and metoprolol are at the top.,crazy dreams,bizarre dreams,LLT
"okay, this metoprolol is not a game. aside from the occasional chest pain when i breathe, i'm fine. ?",chest pain,chest pain,PT
nicotine headache! #notcool,headache,headache,PT
@tedwardpaynus very little is going to get in the way of their nicotine addiction.,addiction,addiction,LLT
holy shit i quit. no for real this time tho. fuck that noise. aint got time for stuffy sinuses and nicotine addiction.,addiction,addiction,LLT
holy shit i quit. no for real this time tho. fuck that noise. aint got time for stuffy sinuses and nicotine addiction.,stuffy sinuses,nasal stuffiness,LLT
fucking nicotine driving my fucking mind up the fucking wall. i feel like kathy bates,driving my fucking mind up the fucking wall,mental state abnormal aggravated,LLT
i'm never gonna pack it in i know i'm addicted to the nicotine through my veins it flow,addicted,dependence addictive,LLT
do the people that make the blu e-cig not fucking understand what addiction to nicotine is?! where is it already,addiction,addiction,LLT
i can go without nicotine for a few day but by the time the third day comes around i want to rip out my teeth,rip out my teeth,agitated,LLT
"brb, dying of nicotine withdrawal.",withdrawal,withdrawal symptom,LLT
@lukehedgecutter i cant sleep im having a well bad nicotine craving,craving,nicotine craving,LLT
@lukehedgecutter i cant sleep im having a well bad nicotine craving,cant sleep,sleep loss,LLT
going through a real bad nicotine withdraw...,withdraw,withdrawal symptom,LLT
nicotine withdrawals. #needasmoke,withdrawals,withdrawal symptom,LLT
this new baccy is just making my cough so much worse but ahhh well need my nicotine,cough,cough,PT
bought ourselves an electronic cigarette for fun and now i think we're addicted to nicotine ???,addicted,dependence addictive,LLT
@broahegan it's my nicotine withdrawls, withdrawls,withdrawal symptom,LLT
fuck here comes the nicotine cravings damn you hookah,cravings,nicotine craving,LLT
nicotine withdrawal is hitting me so fuckin hard right now,withdrawal,withdrawal symptom,LLT
officially addicted to nicotine,addicted,dependence addictive,LLT
all this nicotine is going to my head,going to my head,head spinning,LLT
addicted to nicotine badly.,addicted,dependence addictive,LLT
nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop,headache,headache,PT
nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop,irritable,irritable,LLT
nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop,withdrawals,withdrawal symptom,LLT
do you know how badly i want a cigarette right now? but no. i manfully suffer through nicotine withdrawal?all for you #sacrifice, withdrawal,withdrawal symptom,LLT
i'm void of nicotine and my moods are void of stability.,moods are void of stability,mood swings,PT
"@copelong30 had a migraine, asked him for medicine, he's sitting there like ""that's what you get! nicotine withdrawals!"" like fuck dad.",migraine,migraine,PT
"@copelong30 had a migraine, asked him for medicine, he's sitting there like ""that's what you get! nicotine withdrawals!"" like fuck dad.",withdrawals,withdrawal symptom,LLT
day 2 without nicotine: fuck sleep would be nice. so would a dip.......,sleep,insomnia,PT
sent my lovely compandre to fuel my nicotine addiction,addiction,addiction,LLT
pop a ciprofloxacin i'm sweating woo!,sweating,sweating,LLT
@aquafare the only things i know i'm allergic to are sulfa drugs and ciprofloxacin.,allergic,allergic reaction to antibiotics,LLT
when the depression is coming out caused by this damn levofloxacin :)),depression,depression,PT
rocephin  ciprofloxacin = me barely able to stay awake,barely able to stay awake,sleepiness,LLT
my battle continues with olanzapine weight gain with a bowl of porridge and a 9am bootcamp #iwillwin,weight gain,weight gain,LLT
i can't secretly try and come off my olanzapine as my cpn and psychiatrist will notice the weight loss!,weight,weight gain,LLT
@rayvenmental yeah the first time i was on olanzapine i did not put much weight on but 2nd time i did! weird!,put much weight on,weight gain,LLT
"have run out of olanzapine, was tapering off anyway but this is a bit too quick-feel restless. hot bath and diazepam time :(",restless,restless,LLT
ok brain &amp; body. we need a chat about oversleeping and overeating since taking olanzapine again #tuboficecream #timetochange #junkfood #gym,overeating,excessive eating,LLT
ok brain &amp; body. we need a chat about oversleeping and overeating since taking olanzapine again #tuboficecream #timetochange #junkfood #gym,oversleeping,hard to awaken,LLT
"despite a difficult meeting with hr today i feel good, i feel chilled, i feel happy but i still feel fat! #olanzapine",fat,weight gain,LLT
only problem is the ride has fuelled the olanzapine munchies. i was a nightmare in the supermarket tonight!,munchies,feeling hungry,LLT
gave in wholeheartedly today to my olanzapine munchies. had already had an ice cream and milkshake before this :-0 http://t.co/mrzznwzwrl,munchies,feeling hungry,LLT
"@beckysrecovery i have been on amisulpride but only for a few days, i could not tolerate nausea and akathisia, olanzapine i can cope with",akathisia,akathisia,PT
"@beckysrecovery i have been on amisulpride but only for a few days, i could not tolerate nausea and akathisia, olanzapine i can cope with",nausea,nausea,PT
had a great few hours on my bike but exercise drives my #olanzapine munchies. getting fed up with not being able to fit into summer wardrobe,munchies,feeling hungry,LLT
had a great few hours on my bike but exercise drives my #olanzapine munchies. getting fed up with not being able to fit into summer wardrobe,not being able to fit into summer wardrobe,weight gain,LLT
"@karims3d olanzapine actually makes you put on weight, even when you aren't eating that much",put on weight,weight gain,LLT
does anyone know if the #weight gain is less in #olanzapine combined with #prozac(#symbyax) than in olanzapine alone?,weight gain,weight gain,LLT
"thanks to all my re-tweeters, your support is very much appreciated. i took the full dosd of olanzapine last night #sluggish",sluggish,sluggishness,PT
"going off of olanzapine is no picnic.  you have to be prepared to ask the aid of the gods, jesus, krishna.",going off of olanzapine is no picnic,withdrawal syndrome,PT
"@secretsufferer olanzapine. i was taking 7.5mg and that was a nightmare, now taking 5mg but the weight still keeps coming :(",weight still keeps coming,weight gain,LLT
"racing next sun so thought i'd better try on my tri suit. so depressing, can just about get into it and look like a whale ffs!! #olanzapine",look like a whale,weight gain,LLT
"@lithiumlibgirl i'm sure it helps that you are so active. i did eventually lose my olanzapine lbs, so there is hope. :)",olanzapine lbs,weight gain,LLT
gonna have to speak with my psychiatrist about stopping my olanzapine its interfering with my visions and it gives you memory loss and more.,memory loss,memory loss,LLT
gonna have to speak with my psychiatrist about stopping my olanzapine its interfering with my visions and it gives you memory loss and more.,interfering with my visions,vision abnormal,LLT
@azlemed first two weeks of olanzapine v drowsy. weight gain was an issue. great for my anxiety though.,drowsy,drowsiness,LLT
@azlemed first two weeks of olanzapine v drowsy. weight gain was an issue. great for my anxiety though.,weight gain,weight gain,LLT
@secretschizo i tried coming off my olanzapine twice in the past 3 years without telling my psych - unfortunately too difficult to come off!,difficult to come off,withdrawal syndrome,PT
i'm now back on the olanzapine along side lithium. ugh. #helloweightgain,weightgain,weight gain,LLT
@fergusonelaine @psychiatrysho recent spell in hospital and olanzapine sloth/weight gain,sloth,sluggishness,PT
@fergusonelaine @psychiatrysho recent spell in hospital and olanzapine sloth/weight gain,weight gain,weight gain,LLT
"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine.",slept aw day,daytime sleepiness,LLT
"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine.",torn faced,irritable,LLT
"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine.",swollen feet,swelling of feet,LLT
"@kalmsivi saying that, the whole reason i gained weight in the first place was due to the drug olanzapine. doctor's fault. ah well.",gained weight,weight gain,LLT
@ineedyouhere66 ugh the olanzapine makes me so tired :(,tired,tiredness,LLT
@ineedyouhere66 ugh the olanzapine makes me so tired :(,tired,tiredness,LLT
i resent taking olanzapine as it is the side effects of olanzapine that were mistaken for negative symptoms of schizophrenia,symptoms of schizophrenia,mental function decreased,LLT
i think this olanzapine makes me crazier.,crazier,psychosis,LLT
"@pete__bull elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros..",raging bm's,diarrhea,LLT
"@pete__bull elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros..",mood swings,mood swings,PT
"@pete__bull elderly, diabetic on olanzapine= raging bm's, mood swings and weight gain...cons may outweigh the pros..",weight gain,weight gain,LLT
i wonder if olanzapine causes restless legs &lt;_&lt;,restless legs,restless legs,LLT
been taking low dosage of paroxetine for the last two years and only recently found out that a common side affect is pinsandneedles.,pinsandneedles,pins and needles,LLT
i'm having the worst withdrawals from my paroxetine. is this real life?,withdrawals,withdrawal symptom,LLT
"@sectioned_ @bipolarlife7 @bbcwomanshour ah yes, i'm starting to think my paroxetine turns panic attacks into fat.",fat.,weight gain,LLT
"@marcello i had to take paroxetine tablets for a year nd a side effect is weight gain, it went to my core. off them now bt can't shift it!",weight gain,weight gain,LLT
"@mrnick was getting out of control. i had no idea that coming off it would be so awful. other than paroxetine, i thought ssris were easy",coming off it,withdrawal syndrome,PT
"@moonsyrin @britni_rose talk to your doctor to see if you need to up your dose of paroxetine. it is possible to ""plateau"" on it..i did.",plateau,tachyphylaxis,PT
@princeherb i had paroxetine for a few weeks once... apparently i started behaving oddly so they took me off it and put me on  sertraline,behaving oddly,behavior abnormal,LLT
"prozac and paxil have the same effects.  well, shit. no wonder i fucking have insomnia after i told him i have it.",insomnia,insomnia,PT
@levimichaelsxxx @outnynews you are so horny and i am not! wtf!!! paxil why paxil why!!!!,you are so horny and i am not,loss of libido,PT
@ripnercabbit @pacerfox ugh. my partner was on paxil for a while. it made him hide in the apartment. :/,hide in the apartment,agoraphobia,PT
@nickysangelbaby oy.. i'm allergic to paxil. makes me physically puke didn't understand why. i see a psych. i'm on 100mg of zoloft.,allergic,allergic reaction,LLT
@nickysangelbaby oy.. i'm allergic to paxil. makes me physically puke didn't understand why. i see a psych. i'm on 100mg of zoloft.,puke,vomiting,PT
"@friardanny i appreciate it. i gained over 30lbs with paxil so i'm trying something different, tired of the appetite side effects.",appetite,increased appetite,PT
"@friardanny i appreciate it. i gained over 30lbs with paxil so i'm trying something different, tired of the appetite side effects.",gained over 30lbs,weight gain,LLT
"when i was taking a full dose of #paxil, i didn't even realize that sleeping 12 hours a night, then falling asleep every day, wasn't normal.",falling asleep every day,daytime sleepiness,LLT
"when i was taking a full dose of #paxil, i didn't even realize that sleeping 12 hours a night, then falling asleep every day, wasn't normal.",sleeping 12 hours a night,sleep excessive,LLT
"dr. kyrillos: of ssris, paxil has the greatest assoc with #weight gain. rx with caution in pts with presenting weight issues. #paipip #qi",weight gain,weight gain,LLT
i've probably gained a good seven or eight pounds on paxil. my 5'2 and small frame can't deal w that. lol get me off the crazy meds asap!!!,gained a good seven or eight pounds,weight gain,LLT
"fuck paxil. i never want to take this shit again, but every time i try i get ridiculously sick. my life suckssss.",sick,feeling sick,LLT
@anitaalibi paxil didn't end up helping. tried prozac and wellbutrin and it helped my mood and anxiety but gave me vertigo. :(,vertigo,vertigo,PT
@reneeliedig hi idk who you are but i just wanted to let you know i gained over 20 lbs on paxil. be watchful.,gained over 20 lbs,weight gain,LLT
i hate nightmares! #scary #gayboyproblems #paxil,nightmares,nightmares,LLT
@jephjacques i hated being on paxil for that reason. way to make you *more* depressed. x.x,depressed,depression,PT
"dear paxil, you're supposed to make me feel better. instead you've wrecked me completely. thanks to you, i had to take an adivan.",wrecked,feeling unwell,LLT
"just wondering why doctors prescribe dangerous, addictive medications without any warning to patients.  paxil, for instance.",addictive,dependence addictive,LLT
time to get off paxil.  it's really really been terrifying lately.,terrifying,feeling unwell,LLT
"@silkwould smh. lmao paxil was my first, i just stopped effexor (the headaches were a nightmare)",headaches,headache,PT
two weeks back on paxil. i have no more depressed thoughts or feeling ls but i also have no feelings at all again.,no feelings,lack of feeling emotions,LLT
"@vanessalovesjk because my dr switched from celexa to paxil and,paxil made me feel sick",sick,feeling sick,LLT
hey guys don't forget to refill your paxil for like six days because the withdrawal is like heroin. literally.,withdrawal,withdrawal symptom,LLT
so my body was goin threw withdrawl? lol didnt kno paxil was that strong lol,withdrawl,withdrawal symptom,LLT
every since i stopped taking that paxil i haven't been so damn emotional ..... i think!,emotional,emotional lability,LLT
not sure the paxil is working any more,working any more,tachyphylaxis,PT
@rogerbezanis: any ideas on treating depression naturally paxil is making me gain unwanted pounds and water weight...thanks,water weight,water retention,LLT
@rogerbezanis: any ideas on treating depression naturally paxil is making me gain unwanted pounds and water weight...thanks,gain unwanted pounds,weight gain,LLT
@furyofpatience i was fine w/ effexor. paxil/seroxat/paroxetine was the worst fucking bitch ad  i've ever withdrawn from. pure evil.,withdrawn ,withdrawn,LLT
"my medication is making me stupid, brain meds are not ok , fuck u paxil",making me stupid,memory impairment,PT
i used to be on paxil but that made me more depressed and prozac made me angry,angry,anger,PT
i used to be on paxil but that made me more depressed and prozac made me angry,depressed,depression,PT
@inarticulate i haven't had an orgasm in a long time.. wtf.. #paxil,orgasm,inability to orgasm,LLT
how do guys ejaculate on paxil?? #antidepressants,ejaculate,inability to orgasm,LLT
brisdelle dangerous. paxil is supposed to treat depression and suicidal thoughts.  i took paxil and got depressed. went off &amp; ok in 2 wk.,depressed,depression,PT
paxil why you not let me sleep?!?,not let me sleep,sleep loss,LLT
@poet_carl_watts @yueesei ...  used to be on them #justaddanother ...worst was the psychotic episode when starting #paxil but one of my favs,psychotic episode,psychotic episode,LLT
"rt @fightforfood: what i lack in money and personality, i make up for in paxil induced impotency",impotency,impotence,LLT
"rt @fightforfood: what i lack in money and personality, i make up for in paxil induced impotency",impotency,impotence,LLT
going off paxil cr cold turkey is something you should never ever do if you value your brain cells.,value your brain cells,memory impairment,PT
rt @karmageddonit: paxil makes it nearly impossible to cry.,impossible to cry,lack of feeling emotions,LLT
"welll..decided to get off paxil. withdrawals are killlerrr, like loss of circulation randomly in areas.",loss of circulation ,poor peripheral circulation,PT
"welll..decided to get off paxil. withdrawals are killlerrr, like loss of circulation randomly in areas.",withdrawals,withdrawal symptom,LLT
i can't wait until i get off of paxil because that's what is probably making my face break out.,face break out,acne,PT
"maybe i'm allergic to paxil, because it didn't say anything about making your face break out.",face break out,acne,PT
"maybe i'm allergic to paxil, because it didn't say anything about making your face break out.",allergic,allergic reaction,LLT
@halfabear @eabendies yeah pregabalin calms my bipolar ii too - but not in the numbing way that prozac does.,numbing,lack of feeling emotions,LLT
@halfabear i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!,memory,memory impairment,PT
@halfabear i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!,ruined my creativity,mental impairment,PT
"@spectagoggles jeez, and to think i'm suffering without my pristiq for a few days (we've reached the ""random crying"" phase). two weeks yikes",random crying,crying,PT
@hello_nacho @tobiasampersand lexapro gave me the worst mixed episodes. i have some instability with pristiq but i can manage it ok.,instability,instability emotional,LLT
@hello_nacho @tobiasampersand lexapro gave me the worst mixed episodes. i have some instability with pristiq but i can manage it ok.,mixed episodes,mixed manic depressive episode,LLT
@harrydfish @deltrimental joe is on pristiq and he gets weird brain zap / twitch things too.,brain zap,paraesthesia,PT
@harrydfish @deltrimental joe is on pristiq and he gets weird brain zap / twitch things too.,twitch,twitching,LLT
holy shit balls pristiq withdrawals are very strong!,withdrawals,withdrawal symptom,LLT
today's pristiq withdrawal symptom: my eyeballs make a sound like star trek doors when i move them. #wtf,eyeballs make a sound,sound sensitivity increased,LLT
today's pristiq withdrawal symptom: my eyeballs make a sound like star trek doors when i move them. #wtf,withdrawal,withdrawal symptom,LLT
what to do? not looking forward to cold turkey withdrawals from pristiq... sense of impending doom. anxiety only makes the situation worse.,withdrawals,withdrawal symptom,LLT
@cloudtoad @mrsyiswhy @bigthink each brain is different.  the ssri i'm on has worked really well.  prozac made me a zombie. #brains,zombie,felt like a zombie,LLT
@amyj2202 i'm a bit drunk its my prozac,drunk,drunk-like effect,LLT
@unicornluvchild no legit sex on prozac has legit scarred me for life. fuck this shit for real runaway from them,no legit sex,sexual dysfunction,PT
"thank you, prozac, for my most fucked dream to date",dream,abnormal dreams,PT
i need more medication than this.?my body is already building a tolerance for the prozac i've been taking.,tolerance,tachyphylaxis,PT
@courage_cub i'm feeling weirdly antsy lately and i'm positive it's due to the prozac and i'm a bit worried where that could lead me,antsy,restless,LLT
prozac makes me want to destroy myself. js. #core,destroy myself,thoughts of self harm,LLT
do i come off my medication or do i just continue to be a prozac zombie,zombie,felt like a zombie,LLT
@gromkath it's all training injuries. 3 of them. and prozac withdrawal.,withdrawal,withdrawal symptom,LLT
or maybe that's the prozac ugh i need a nap always,nap,daytime sleepiness,LLT
so apparently 60mgs of prozac will make you scared of eating gmo's and make you think you need to save the world! switching back to 40mgs!!!,need to save the world,delusion,PT
so apparently 60mgs of prozac will make you scared of eating gmo's and make you think you need to save the world! switching back to 40mgs!!!,scared,fear,PT
"@neurobonkers also, ""meth mouth"" is really poverty mouth. u don't c when people take it for adhd. nor in prozac, which similarly dries mouth",dries mouth,dry mouth,PT
"@pseudodeviant i clock in at 16 stone (added 1 stone since quetiapine) and according to that bmi thing i'm obese, which i'm clearly not.",added 1 stone,weight gain,LLT
i ate 2 cakes  2 pastries at work today. blaming the quetiapine rather than my liking for cakes. blaming work too for providing free cake.,ate,increased appetite,PT
too scared to go back to sleep horrid imposing dream #mewmeds #quetiapine #mentalhealth #bipolar,horrid imposing dream,bad dreams,LLT
whoa quetiapine stop making me feel drowsy yo,drowsy,drowsiness,LLT
@mc_elhill @mhchat @womblegeorge #mhchat i had sleep paralysis every night for four months when i took quetiapine in addition to lamotrigine,sleep paralysis,sleep paralysis,PT
"since swapping my quetiapine doses around, my hunger and cravings have gotten so bad!",hunger,feeling hungry,LLT
"since swapping my quetiapine doses around, my hunger and cravings have gotten so bad!",cravings,food craving,PT
@hopingforhope1 i found it worked better for me than quetiapine because it didn't make me as drowsy.,drowsy,drowsiness,LLT
"@any1mouse jus gt bck myself, hes put me on citalopram in addition 2 the quetiapine! im a bit worried as citalopram has made me manic before",manic,manic state,LLT
guess what? still feeling weird. fuck you quetiapine. fuck you.,feeling weird,weird feeling,LLT
"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate.",hallucinations,hallucinations,LLT
"@spicynyx i think i'm that too! had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate.",breastmilk production,lactation induced,LLT
@bipolarblogger i'm on citalapram and 600mg quetiapine - i'm not sleeping!,not sleeping,difficulty sleeping,LLT
just woke up. since i started on the higher dose of quetiapine i'm sleeping even more &amp; i feel knackered when i wake.,knackered when i wake,groggy on awakening,LLT
just woke up. since i started on the higher dose of quetiapine i'm sleeping even more &amp; i feel knackered when i wake.,sleeping,sleepiness,LLT
"got offered a seat on the tube this morning. quetiapine, like pregnancy, but hungrier. #bipolarlifestylechoice",hungrier,feeling hungry,LLT
not hungry but eating anyway. thank you quetiapine you utter cunt.,eating,increased appetite,PT
"@crimefish bum.  i was worried about mania on them, but i think the biffiness is going to be worse, especially coupled with quetiapine.",biffiness,mental impairment,PT
"@nullfuture me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die.",fatness,weight gain,LLT
"@nullfuture me too. major fatness since i started on the fabulous, non-soporific, weight-gaining quetiapine. it has to go or i will die.",weight-gaining,weight gain,LLT
"i seem to need to sleep right now. quetiapine takers, is this normal?",sleep right now,sleepiness,LLT
@crescentcolours that'll be the quetiapine making you drowsy. it's a common side effect xx,drowsy,drowsiness,LLT
@jelizap tried lithium &amp; depakote been reading up on lamotrigine it was suggested but had such nightmare with quetiapine was scared to try,nightmare,nightmare,PT
people taking #quetiapine - does this need to sleep 24/7 go eventually? cos this is not sustainable beyond the short term.,need to sleep 24/7,sleep excessive,LLT
think i'm going to test this quetiapine headache theory &amp; take some prn &amp; see if it goes away.,headache,headache,PT
"@whatkatie_did i'm certainly weird but it's quetiapine instead of crack, i can't get that on prescription.",weird,weird feeling,LLT
#restlesslegs #quetiapine,restlesslegs,restless legs,LLT
@butterflywgs ...my old ones! plus caffeine in the morning counteracts these quite nicely whereas quetiapine hangovers were unshiftable,hangovers,hangover effect,LLT
@redbuttongirl combining them with the quetiapine makes me hallucinate :/,hallucinate ,hallucination,PT
and quetiapine makes you gain weight i'm scared,gain weight,weight gain,LLT
act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine,lucid dreaming,lucid dreams,LLT
act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine,sleep paralysis,sleep paralysis,PT
@bipolarblogger i hate quetiapine. i was so relieved to come off it and stop feeling like a zombie.,zombie,felt like a zombie,LLT
this quetiapine isn't working damnit!!!! does make me hungry at night though... *sigh*,hungry,feeling hungry,LLT
it's raining. i ran for the bus when i didn't need to. my gp letter isn't right. sweating like a pig thanks to quetiapine. brighton bound!,sweating,sweating,LLT
@inkyworld why i came off it. gp told me its not dangerous but it is damn unpleasant. at least i know it's the quetiapine that's causing it,not dangerous but it is damn unpleasant,feeling unwell,LLT
damn you quetiapine side effect. was quite enjoying being able to sleep at night,able to sleep at night,difficulty sleeping,LLT
"one of the things i hate most about quetiapine is when i take it for the first few hours i slur my words, so people assume i'm merely drunk.",slur,slurred speech,LLT
still a slightly fast pulse this morning. i know this is the quetiapine,fast pulse,pulse rapid,LLT
@loveusnotdrugus many congratualtions for being able to come off quetiapine - i have read that and clozapine are the worst for withdrawals,withdrawals,withdrawal symptom,LLT
"@cheer_bear13 quetiapine knocked me sidewards for a week then i suddenly woke up activated. then relapsed, upped dose, activated &amp; so on",knocked me sidewards,fatigue,PT
@stillicides well no. but it's just that i dropped my quetiapine last night. i slept horribly! but i feel v unfoggy...,slept horribly,sleep disturbance,LLT
@lilythepurr i've had too much quetiapine today - i'm zombified.,zombified,felt like a zombie,LLT
i have been on lorazepam / diazepam / quetiapine for the past few nights and i've noticed i am slightly drooling a bit. lovely.,drooling,drooling,PT
"whilst most kids ask santa for xmas presents, i'm like, can we reduce my quetiapine intake, i need to get out of bed",get out of bed,hard to awaken,LLT
pretty sure the quetiapine was affecting my sense of taste,taste,taste disturbance,LLT
@jennniff i didn't take a zopiclone in the end.. but i'm third day of no quetiapine &amp; i'm eating incredibly differently!,eating incredibly differently,appetite fluctuation,LLT
this week i officially stopped taking my quetiapine. i'm happy to be able to have a life again and not sleep 12 hours.,sleep 12 hours,sleep excessive,LLT
@lynseypattie @ukschizophrenic @polarbear3127 @weswroten its quetiapine for me. i was wearing factor 30 today &amp; i still burnt :-(,burnt,sun sensitivity,LLT
quetiapine side affects are increased appetite and cravings. it all makes sense. ??????,cravings,food craving,PT
quetiapine side affects are increased appetite and cravings. it all makes sense. ??????,increased appetite,increased appetite,PT
oh man! i've been a total quetiapine zombie all morning! i've been taking them for years but every now  then they really mess me up!,zombie,felt like a zombie,LLT
@gangamstyledad is that like quetiapine. when i had to take that crap i could not stay up longer than 11 hours,not stay up,sleepiness,LLT
"since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie component to dla.",boobs humungous,enlargement breast female,LLT
"since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie component to dla.",prolactin,prolactin levels increased,LLT
"rt @bipolarblogger: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie?",boobs humungous,enlargement breast female,LLT
"rt @bipolarblogger: since quetiapine's messed with my prolactin levels, making my boobs humungous &amp; my bras so expensive, i want a lingerie?",prolactin levels,prolactin levels increased,LLT
21.36 day 9 rivaroxaban diary. particularly bad lower back ache had not eased by 14.00 so went to bed. much better when i woke at 19.00.,back ache,back ache,LLT
18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees,aching knees,aching in knees,LLT
18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees,back pain,back pain,PT
18.08 day 11 rivaroxaban diary intense back pain  at a funeral from 10.30am.  paracetamol eventually took it off. very weak and aching knees,weak,weakness,LLT
